BioWare 3.0 Export
Device:	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA
Samples (#):	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	Mx	My	Mz	Tz	Ax	Ay	Cofy	Cofxy	Device:
	N	N	N	N	N m	N m	N m	N m	m	m	µ	µ	µ
42.495000	1.341244	2.212742	660.506896	660.511964	17.433683	-24.500079	-0.265742	-0.312418	0.037093	0.026394	0.002031	0.003350	0.003917
42.500000	1.476519	2.228384	663.455950	663.461336	17.667789	-24.344089	-0.279445	-0.321891	0.036693	0.026630	0.002225	0.003359	0.004029
42.505000	1.444696	2.173503	661.550590	661.555738	17.337620	-24.436157	-0.278093	-0.320516	0.036938	0.026208	0.002184	0.003285	0.003945
42.510000	1.444696	2.134176	660.163460	660.168491	17.244668	-24.436870	-0.284976	-0.326237	0.037016	0.026122	0.002188	0.003233	0.003904
42.515000	1.389045	2.039923	660.679705	660.684314	17.580052	-24.468820	-0.308562	-0.347151	0.037036	0.026609	0.002102	0.003088	0.003735
42.520000	1.452713	2.047877	662.069212	662.073973	17.197870	-24.587189	-0.310459	-0.348775	0.037137	0.025976	0.002194	0.003093	0.003792
42.525000	1.341333	1.898699	659.292771	659.296869	17.679485	-24.470617	-0.320119	-0.354623	0.037116	0.026816	0.002035	0.002880	0.003526
42.530000	1.452713	1.922296	661.377879	661.382268	17.485741	-24.405756	-0.316011	-0.348539	0.036901	0.026438	0.002196	0.002907	0.003643
42.535000	1.245843	1.867326	661.553164	661.556972	17.248765	-24.500599	-0.311365	-0.348038	0.037035	0.026073	0.001883	0.002823	0.003393
42.540000	1.198086	1.820399	660.336367	660.339963	17.489210	-24.412105	-0.294392	-0.329959	0.036969	0.026485	0.001814	0.002757	0.003300
42.545000	1.030977	1.875369	662.241728	662.245186	17.629287	-24.384862	-0.274900	-0.316509	0.036822	0.026621	0.001557	0.002832	0.003232
42.550000	0.967298	1.875325	658.949140	658.952518	17.489202	-24.357429	-0.264506	-0.308152	0.036964	0.026541	0.001468	0.002846	0.003202
42.555000	0.935442	1.922562	660.163167	660.166629	17.344287	-24.327124	-0.240369	-0.286639	0.036850	0.026273	0.001417	0.002912	0.003239
42.560000	0.927492	1.946114	658.257806	658.261336	17.392573	-24.297770	-0.241171	-0.288500	0.036912	0.026422	0.001409	0.002956	0.003275
42.565000	0.768333	1.891322	656.868298	656.871471	17.395605	-24.302400	-0.216802	-0.266428	0.036997	0.026483	0.001170	0.002879	0.003108
42.570000	0.879690	2.032545	661.550101	661.553808	17.625721	-24.206706	-0.205257	-0.256192	0.036591	0.026643	0.001330	0.003072	0.003348
42.575000	0.863745	2.087471	661.204385	661.208244	17.434396	-24.207006	-0.190727	-0.244376	0.036610	0.026368	0.001306	0.003157	0.003417
42.580000	0.951263	2.181768	661.725092	661.729372	17.289127	-24.234923	-0.181905	-0.236956	0.036624	0.026127	0.001438	0.003297	0.003597
42.585000	0.935341	2.134664	659.471833	659.475952	17.434639	-24.206143	-0.180295	-0.233920	0.036705	0.026437	0.001418	0.003237	0.003534
42.590000	1.070593	2.244425	662.764421	662.769086	17.382221	-24.292450	-0.185200	-0.239387	0.036653	0.026227	0.001615	0.003386	0.003752
42.595000	1.046743	2.220962	662.591612	662.596162	17.620349	-24.202284	-0.187652	-0.240941	0.036527	0.026593	0.001580	0.003352	0.003706
42.600000	1.110400	2.220918	661.206861	661.211523	17.240797	-24.261629	-0.194785	-0.247324	0.036693	0.026075	0.001679	0.003359	0.003755
42.605000	1.189990	2.165948	662.070905	662.075518	17.384574	-24.290188	-0.212073	-0.260291	0.036688	0.026258	0.001797	0.003271	0.003733
42.610000	1.205902	2.087426	663.976364	663.980740	17.432570	-24.319384	-0.217605	-0.262400	0.036627	0.026255	0.001816	0.003144	0.003631
42.615000	1.253681	2.063874	662.766702	662.771101	17.385566	-24.227540	-0.236501	-0.279060	0.036555	0.026232	0.001892	0.003114	0.003644
42.620000	1.237781	1.938248	661.725483	661.729480	17.294592	-24.349586	-0.249171	-0.288143	0.036797	0.026136	0.001871	0.002929	0.003475
42.625000	1.388956	1.922606	662.073479	662.077728	17.294336	-24.345878	-0.253026	-0.287443	0.036772	0.026121	0.002098	0.002904	0.003582
42.630000	1.365072	1.906831	662.246288	662.250440	17.247161	-24.376645	-0.251956	-0.286594	0.036809	0.026043	0.002061	0.002879	0.003541
42.635000	1.516258	1.914785	663.803848	663.808342	17.388926	-24.403264	-0.256058	-0.286731	0.036763	0.026196	0.002284	0.002885	0.003679
42.640000	1.524219	1.859771	664.324555	664.328907	17.437032	-24.372483	-0.265137	-0.293360	0.036688	0.026248	0.002294	0.002799	0.003620
42.645000	1.595815	1.844040	660.859550	660.864049	17.344922	-24.432798	-0.265716	-0.292009	0.036971	0.026246	0.002415	0.002790	0.003690
42.650000	1.619665	1.883367	663.803848	663.808496	17.389618	-24.400989	-0.252275	-0.279076	0.036759	0.026197	0.002440	0.002837	0.003742
42.655000	1.675327	1.899187	661.377977	661.382825	17.391231	-24.461325	-0.233103	-0.259292	0.036985	0.026295	0.002533	0.002872	0.003829
42.660000	1.643493	1.946203	663.801764	663.806651	17.388916	-24.521830	-0.231444	-0.260286	0.036941	0.026196	0.002476	0.002932	0.003837
42.665000	1.738939	2.063963	665.359422	665.364896	17.623337	-24.549693	-0.215790	-0.245884	0.036897	0.026487	0.002614	0.003102	0.004056
42.670000	1.555930	2.111067	662.244106	662.249298	17.338367	-24.433345	-0.202047	-0.239198	0.036895	0.026181	0.002349	0.003188	0.003960
42.675000	1.444528	2.205231	659.988371	659.993636	17.291254	-24.467514	-0.190482	-0.234390	0.037073	0.026199	0.002189	0.003341	0.003994
42.680000	1.301303	2.275932	662.587443	662.592630	17.620501	-24.439415	-0.174805	-0.224147	0.036885	0.026593	0.001964	0.003435	0.003957
42.685000	1.197851	2.370140	661.896208	661.901535	17.428339	-24.441622	-0.158309	-0.214290	0.036927	0.026331	0.001810	0.003581	0.004012
42.690000	0.990958	2.377917	659.990358	659.995386	17.571882	-24.235212	-0.144881	-0.205815	0.036721	0.026624	0.001501	0.003603	0.003903
42.695000	0.919373	2.315259	659.123935	659.128643	17.526338	-24.206893	-0.145971	-0.206554	0.036726	0.026590	0.001395	0.003513	0.003779
42.700000	0.847767	2.323080	660.513247	660.517876	17.334195	-24.207306	-0.145138	-0.208029	0.036649	0.026244	0.001283	0.003517	0.003744
42.705000	0.847778	2.307438	662.073186	662.077750	17.761014	-24.115937	-0.146776	-0.208082	0.036425	0.026826	0.001280	0.003485	0.003713
42.710000	0.784155	2.322947	661.379376	661.383921	17.476084	-24.117650	-0.166488	-0.230476	0.036466	0.026424	0.001186	0.003512	0.003707
42.715000	0.696659	2.307172	660.517612	660.522009	17.143147	-24.088832	-0.178533	-0.244593	0.036470	0.025954	0.001055	0.003493	0.003649
42.720000	0.696692	2.244558	660.688141	660.692321	17.477809	-24.059057	-0.183455	-0.246761	0.036415	0.026454	0.001054	0.003397	0.003557
42.725000	0.648992	2.173725	660.169812	660.173710	17.336827	-24.090297	-0.211706	-0.273984	0.036491	0.026261	0.000983	0.003293	0.003436
42.730000	0.696748	2.095247	660.169616	660.173309	17.528589	-23.968314	-0.223251	-0.280821	0.036306	0.026552	0.001055	0.003174	0.003345
42.735000	0.752466	2.056009	661.383839	661.387463	17.575721	-23.936117	-0.235592	-0.290005	0.036191	0.026574	0.001138	0.003109	0.003310
42.740000	0.832023	1.961756	659.130678	659.134123	17.247072	-24.086600	-0.243890	-0.293807	0.036543	0.026166	0.001262	0.002976	0.003233
42.745000	0.816145	1.914741	659.130678	659.133965	17.248106	-24.086950	-0.254292	-0.302906	0.036544	0.026168	0.001238	0.002905	0.003158
42.750000	0.975259	1.930427	661.552381	661.555917	17.817431	-24.083273	-0.254315	-0.298324	0.036404	0.026933	0.001474	0.002918	0.003269
42.755000	0.951398	1.953891	661.036332	661.039905	17.293567	-24.174003	-0.260604	-0.307168	0.036570	0.026161	0.001439	0.002956	0.003288
42.760000	1.078689	2.024547	659.822110	659.826097	17.435834	-24.141725	-0.256476	-0.302046	0.036588	0.026425	0.001635	0.003068	0.003477
42.765000	1.086639	2.087293	661.379768	661.383954	17.671466	-24.171513	-0.254259	-0.301509	0.036547	0.026719	0.001643	0.003156	0.003558
42.770000	1.166174	2.134486	661.379963	661.384436	17.480392	-24.290695	-0.237264	-0.284836	0.036727	0.026430	0.001763	0.003227	0.003678
42.775000	1.134340	2.173636	662.764519	662.769054	17.668940	-24.230616	-0.236981	-0.286208	0.036560	0.026659	0.001712	0.003280	0.003699
42.780000	1.118417	2.228739	661.034346	661.039049	17.573363	-24.231263	-0.220222	-0.272187	0.036657	0.026585	0.001692	0.003372	0.003772
42.785000	0.935374	2.299306	661.898194	661.902849	17.524234	-24.265565	-0.197458	-0.256987	0.036661	0.026476	0.001413	0.003474	0.003750
42.790000	0.943313	2.424932	663.805933	663.811033	17.567112	-24.234055	-0.182598	-0.246163	0.036508	0.026464	0.001421	0.003653	0.003920
42.795000	0.736420	2.370184	662.764617	662.769264	17.759687	-24.239387	-0.155475	-0.222427	0.036573	0.026796	0.001111	0.003576	0.003745
42.800000	0.712536	2.479991	663.110137	663.115157	17.757245	-24.239930	-0.148853	-0.220428	0.036555	0.026779	0.001075	0.003740	0.003891
42.805000	0.625007	2.527050	662.937230	662.942341	17.708660	-24.211597	-0.142249	-0.217846	0.036522	0.026712	0.000943	0.003812	0.003927
42.810000	0.505632	2.613393	662.070808	662.076159	17.849928	-24.123880	-0.122751	-0.204343	0.036437	0.026961	0.000764	0.003947	0.004021
42.815000	0.402191	2.574288	662.070612	662.075739	17.850734	-24.065673	-0.109324	-0.192053	0.036349	0.026962	0.000607	0.003888	0.003935
42.820000	0.370335	2.574243	663.109648	663.114748	18.040171	-24.005577	-0.098936	-0.182052	0.036202	0.027205	0.000558	0.003882	0.003922
42.825000	0.354435	2.535005	661.552088	661.557040	17.899094	-23.975982	-0.104700	-0.186984	0.036242	0.027056	0.000536	0.003832	0.003869
42.830000	0.426053	2.472302	662.418217	662.422967	18.042360	-23.883351	-0.108563	-0.186097	0.036055	0.027237	0.000643	0.003732	0.003787
42.835000	0.497660	2.440885	660.860656	660.865351	17.711021	-23.912279	-0.113526	-0.188508	0.036184	0.026800	0.000753	0.003693	0.003769
42.840000	0.561294	2.448706	662.420497	662.425261	17.852162	-23.879942	-0.110531	-0.183679	0.036050	0.026950	0.000847	0.003697	0.003792
42.845000	0.609062	2.425198	661.897412	661.902135	18.091519	-23.849465	-0.122306	-0.193044	0.036032	0.027333	0.000920	0.003664	0.003778
42.850000	0.601090	2.370140	658.784474	658.789011	17.523061	-23.789300	-0.125377	-0.194976	0.036111	0.026599	0.000912	0.003598	0.003712
42.855000	0.752276	2.378005	659.125727	659.130446	17.809331	-23.907806	-0.134969	-0.200897	0.036272	0.027020	0.001141	0.003608	0.003784
42.860000	0.815944	2.354542	662.591026	662.595711	17.997428	-23.905015	-0.139626	-0.202411	0.036078	0.027162	0.001231	0.003554	0.003761
42.865000	0.943246	2.354453	661.208457	661.213321	17.712269	-23.841611	-0.149517	-0.209145	0.036058	0.026788	0.001427	0.003561	0.003836
42.870000	0.887573	2.338722	659.648616	659.653359	17.571301	-23.873773	-0.158822	-0.219822	0.036192	0.026637	0.001346	0.003545	0.003792
42.875000	1.054637	2.385827	661.208652	661.213798	17.711632	-23.899644	-0.153898	-0.211885	0.036145	0.026787	0.001595	0.003608	0.003945
42.880000	1.006925	2.393648	661.033563	661.038664	17.569520	-23.991783	-0.164009	-0.224122	0.036294	0.026579	0.001523	0.003621	0.003928
42.885000	1.142155	2.472036	662.245799	662.251398	17.899906	-24.018770	-0.160178	-0.218964	0.036269	0.027029	0.001725	0.003733	0.004112
42.890000	1.078521	2.456350	662.243323	662.248757	18.090914	-23.960120	-0.164549	-0.223958	0.036180	0.027318	0.001629	0.003709	0.004051
42.895000	1.062598	2.432886	659.298731	659.304076	17.760655	-23.991704	-0.156064	-0.215971	0.036390	0.026939	0.001612	0.003690	0.004027
42.900000	0.983019	2.464260	661.031479	661.036803	17.948827	-23.992776	-0.147282	-0.210033	0.036296	0.027153	0.001487	0.003728	0.004014
42.905000	1.014853	2.519185	661.552283	661.557858	17.709406	-24.082385	-0.150264	-0.214803	0.036403	0.026769	0.001534	0.003808	0.004105
42.910000	0.903473	2.511364	662.245799	662.251177	17.899041	-24.024021	-0.148874	-0.215559	0.036277	0.027028	0.001364	0.003792	0.004030
42.915000	0.855739	2.487767	661.550003	661.555234	18.090904	-24.025870	-0.152994	-0.219942	0.036318	0.027346	0.001294	0.003761	0.003977
42.920000	0.752321	2.527006	660.340145	660.345409	17.662285	-23.997766	-0.153770	-0.225483	0.036342	0.026747	0.001139	0.003827	0.003993
42.925000	0.664791	2.464348	659.296353	659.301294	17.855607	-24.000872	-0.141730	-0.213437	0.036404	0.027083	0.001008	0.003738	0.003871
42.930000	0.640907	2.503543	662.418412	662.423453	18.041727	-23.939107	-0.136515	-0.209535	0.036139	0.027236	0.000968	0.003779	0.003901
42.935000	0.593173	2.479946	660.685665	660.690586	17.853383	-23.940836	-0.140635	-0.214471	0.036236	0.027023	0.000898	0.003754	0.003859
42.940000	0.585223	2.472125	661.379279	661.384158	17.948000	-23.940663	-0.141453	-0.215058	0.036198	0.027137	0.000885	0.003738	0.003841
42.945000	0.553400	2.519229	661.724896	661.729923	17.851919	-24.001846	-0.138678	-0.215125	0.036272	0.026978	0.000836	0.003807	0.003898
42.950000	0.577273	2.503454	660.685763	660.690758	17.757848	-24.001651	-0.146369	-0.221800	0.036328	0.026878	0.000874	0.003789	0.003889
42.955000	0.648902	2.479946	663.630453	663.635404	18.184213	-23.968860	-0.155961	-0.227750	0.036118	0.027401	0.000978	0.003737	0.003863
42.960000	0.696636	2.409423	661.204287	661.209044	17.902511	-24.029318	-0.151887	-0.220588	0.036342	0.027076	0.001054	0.003644	0.003793
42.965000	0.648891	2.377917	660.162775	660.167377	17.714341	-24.091564	-0.155754	-0.225120	0.036493	0.026833	0.000983	0.003602	0.003734
42.970000	0.847823	2.377917	662.243519	662.248331	17.902604	-24.086128	-0.171107	-0.234673	0.036370	0.027033	0.001280	0.003591	0.003812
42.975000	0.720543	2.315082	659.990064	659.994518	17.668228	-24.120213	-0.180979	-0.246298	0.036546	0.026770	0.001092	0.003508	0.003674
42.980000	0.887618	2.385694	662.591515	662.596404	17.711743	-24.145319	-0.181792	-0.245001	0.036441	0.026731	0.001340	0.003601	0.003842
42.985000	0.816033	2.338589	662.070906	662.075539	17.951045	-24.117069	-0.191110	-0.254171	0.036427	0.027113	0.001233	0.003532	0.003741
42.990000	0.935386	2.440486	662.416523	662.421679	17.663669	-24.235375	-0.201764	-0.266109	0.036586	0.026666	0.001412	0.003684	0.003946
42.995000	0.911502	2.424844	662.589332	662.594396	17.616491	-24.266142	-0.192458	-0.257029	0.036623	0.026587	0.001376	0.003660	0.003910
43.000000	0.999031	2.471948	662.764422	662.769784	17.947484	-24.112678	-0.196270	-0.259151	0.036382	0.027080	0.001507	0.003730	0.004023
43.005000	0.903540	2.385560	661.200020	661.204941	17.999416	-24.207031	-0.194406	-0.257147	0.036611	0.027222	0.001367	0.003608	0.003858
43.010000	0.983075	2.424844	661.898097	661.903268	17.806580	-24.143601	-0.181533	-0.243535	0.036476	0.026902	0.001485	0.003663	0.003953
43.015000	0.935341	2.362097	661.550101	661.554979	17.808561	-24.145033	-0.181555	-0.242587	0.036498	0.026919	0.001414	0.003571	0.003840
43.020000	0.991025	2.377917	662.243617	662.248627	17.617496	-24.203892	-0.171134	-0.231679	0.036548	0.026603	0.001496	0.003591	0.003890
43.025000	0.975103	2.354365	664.319702	664.324589	18.092639	-24.204032	-0.168140	-0.227363	0.036434	0.027235	0.001468	0.003544	0.003836
43.030000	0.959169	2.323124	661.204581	661.209358	17.809445	-24.144492	-0.151166	-0.210162	0.036516	0.026935	0.001451	0.003513	0.003801
43.035000	0.863667	2.370184	661.895816	661.900623	17.618320	-24.267559	-0.137997	-0.201908	0.036664	0.026618	0.001305	0.003581	0.003811
43.040000	0.919329	2.448706	662.934852	662.940012	17.806029	-24.205538	-0.121540	-0.186256	0.036513	0.026859	0.001387	0.003694	0.003945
43.045000	0.895467	2.448706	663.803262	663.808382	17.757198	-24.114574	-0.123723	-0.188725	0.036328	0.026751	0.001349	0.003689	0.003928
43.050000	0.855672	2.425154	661.895719	661.900715	17.902219	-24.146820	-0.118536	-0.183865	0.036481	0.027047	0.001293	0.003664	0.003885
43.055000	0.871617	2.448706	662.416328	662.421427	17.663434	-24.176295	-0.130282	-0.196411	0.036497	0.026665	0.001316	0.003697	0.003924
43.060000	0.863644	2.464260	662.591417	662.596562	17.424853	-24.206278	-0.131944	-0.199258	0.036533	0.026298	0.001303	0.003719	0.003941
43.065000	0.887517	2.456394	663.630550	663.635690	17.519444	-24.205423	-0.135513	-0.201678	0.036474	0.026399	0.001337	0.003701	0.003936
43.070000	0.839816	2.370140	662.764226	662.768996	17.759581	-24.116146	-0.147301	-0.211040	0.036387	0.026796	0.001267	0.003576	0.003794
43.075000	0.808005	2.299484	661.550101	661.554591	17.619849	-24.208283	-0.155823	-0.218448	0.036593	0.026634	0.001221	0.003476	0.003684
43.080000	0.823939	2.283797	661.725190	661.729644	17.762134	-24.116843	-0.164585	-0.225703	0.036445	0.026842	0.001245	0.003451	0.003669
43.085000	0.935341	2.338634	662.418608	662.423396	17.475139	-24.174459	-0.177449	-0.238120	0.036494	0.026381	0.001412	0.003530	0.003802
43.090000	0.935341	2.307260	662.591515	662.596192	17.523379	-24.204718	-0.177464	-0.237013	0.036530	0.026447	0.001412	0.003482	0.003757
43.095000	1.022870	2.244425	661.204581	661.209181	17.811177	-24.143090	-0.189566	-0.243965	0.036514	0.026937	0.001547	0.003394	0.003730
43.100000	1.054704	2.220873	659.299122	659.303706	17.385247	-24.233742	-0.195332	-0.249152	0.036757	0.026369	0.001600	0.003369	0.003729
43.105000	1.237702	2.252202	661.031772	661.036767	17.288259	-24.289469	-0.204660	-0.255047	0.036745	0.026153	0.001872	0.003407	0.003888
43.110000	1.221802	2.142352	660.163265	660.167871	17.434524	-24.320841	-0.211832	-0.258491	0.036841	0.026409	0.001851	0.003245	0.003736
43.115000	1.412750	2.158038	661.896012	661.901038	17.623041	-24.315962	-0.216237	-0.257902	0.036737	0.026625	0.002134	0.003260	0.003897
43.120000	1.365016	2.016903	660.161278	660.165770	17.723126	-24.378624	-0.213553	-0.251387	0.036928	0.026847	0.002068	0.003055	0.003689
43.125000	1.436623	2.142352	661.723497	661.728524	17.385855	-24.466594	-0.218437	-0.259904	0.036974	0.026274	0.002171	0.003238	0.003898
43.130000	1.317270	2.079650	661.377781	661.382362	17.387207	-24.408719	-0.209137	-0.251258	0.036906	0.026289	0.001992	0.003144	0.003722
43.135000	1.309309	2.126798	662.587443	662.592150	17.623782	-24.439239	-0.201434	-0.245054	0.036885	0.026598	0.001976	0.003210	0.003769
43.140000	1.158112	2.189544	661.372927	661.377565	17.671098	-24.352587	-0.186059	-0.235737	0.036821	0.026719	0.001751	0.003311	0.003745
43.145000	1.102394	2.307349	662.764519	662.769452	17.475908	-24.291768	-0.165443	-0.220944	0.036652	0.026368	0.001663	0.003481	0.003858
43.150000	0.975058	2.362319	662.589332	662.594261	17.617866	-24.264744	-0.143771	-0.204355	0.036621	0.026589	0.001472	0.003565	0.003857
43.155000	0.895501	2.409379	661.033856	661.038854	17.094030	-24.236081	-0.143732	-0.208912	0.036664	0.025860	0.001355	0.003645	0.003888
43.160000	0.879567	2.377961	661.900083	661.904939	17.331680	-24.145394	-0.137738	-0.201453	0.036479	0.026185	0.001329	0.003593	0.003831
43.165000	0.879578	2.346588	662.766506	662.771244	17.569382	-24.114838	-0.142129	-0.204193	0.036385	0.026509	0.001327	0.003541	0.003781
43.170000	0.831844	2.330946	659.994625	659.999265	17.096356	-24.177346	-0.139383	-0.203224	0.036633	0.025904	0.001260	0.003532	0.003750
43.175000	0.871606	2.275976	660.515430	660.519926	17.239532	-24.145882	-0.136972	-0.197424	0.036556	0.026100	0.001320	0.003446	0.003690
43.180000	0.959158	2.244691	662.072794	662.077294	17.382107	-24.113418	-0.146829	-0.203401	0.036421	0.026254	0.001449	0.003390	0.003687
43.185000	0.927335	2.228961	660.860852	660.865261	17.335558	-24.084207	-0.149576	-0.206481	0.036444	0.026232	0.001403	0.003373	0.003653
43.190000	1.046665	2.252468	659.821914	659.826589	17.430766	-24.081947	-0.148772	-0.203331	0.036498	0.026417	0.001586	0.003414	0.003764
43.195000	1.054637	2.252380	660.169812	660.174497	17.145007	-24.141821	-0.160827	-0.215805	0.036569	0.025971	0.001598	0.003412	0.003767
43.200000	1.197862	2.283753	661.556941	661.561968	17.048044	-24.198407	-0.169591	-0.222257	0.036578	0.025770	0.001811	0.003452	0.003898
43.205000	1.205812	2.213141	663.805737	663.810522	17.571718	-24.167797	-0.168812	-0.217468	0.036408	0.026471	0.001817	0.003334	0.003797
43.210000	1.269503	2.213097	663.114404	663.119312	17.286557	-24.166310	-0.189072	-0.236631	0.036444	0.026069	0.001914	0.003337	0.003848
43.215000	1.150184	2.103246	661.038515	661.042861	17.004493	-24.169180	-0.198412	-0.245724	0.036562	0.025724	0.001740	0.003182	0.003626
43.220000	1.174079	2.063874	661.554563	661.558824	17.338616	-24.138897	-0.218983	-0.263518	0.036488	0.026209	0.001775	0.003120	0.003589
43.225000	1.086583	2.008949	661.211323	661.215268	16.959045	-24.200821	-0.226929	-0.272589	0.036601	0.025648	0.001643	0.003038	0.003454
43.230000	1.182074	2.001083	662.421084	662.425161	17.291902	-24.229081	-0.237075	-0.279411	0.036577	0.026104	0.001784	0.003021	0.003509
43.235000	1.126390	1.922606	662.250555	662.254304	17.340524	-24.139182	-0.242036	-0.282622	0.036450	0.026184	0.001701	0.002903	0.003365
43.240000	1.205969	1.914696	660.690812	660.694687	17.104367	-24.228835	-0.254925	-0.293919	0.036672	0.025889	0.001825	0.002898	0.003425
43.245000	1.190058	1.891189	661.902853	661.906624	17.246851	-24.259113	-0.253561	-0.291865	0.036651	0.026056	0.001798	0.002857	0.003376
43.250000	1.261664	1.906919	662.423560	662.427506	17.103311	-24.287380	-0.253009	-0.290350	0.036664	0.025819	0.001905	0.002879	0.003452
43.255000	1.213930	1.859771	663.119160	663.122879	17.103040	-24.166700	-0.258514	-0.294982	0.036444	0.025792	0.001831	0.002805	0.003349
43.260000	1.190058	1.820621	662.769080	662.772649	17.295272	-24.228524	-0.252223	-0.287723	0.036557	0.026095	0.001796	0.002747	0.003282
43.265000	1.086617	1.859904	663.114599	663.118098	17.104291	-24.291265	-0.241502	-0.281606	0.036632	0.025794	0.001639	0.002805	0.003248
43.270000	0.887651	1.805112	660.517906	660.520969	17.059228	-24.205579	-0.206186	-0.249412	0.036646	0.025827	0.001344	0.002733	0.003045
43.275000	0.816033	1.797379	663.287311	663.290248	17.533342	-24.146096	-0.192750	-0.236610	0.036404	0.026434	0.001230	0.002710	0.002976
43.280000	0.720554	1.797424	661.386217	661.389052	16.915495	-24.117749	-0.185611	-0.232726	0.036465	0.025576	0.001089	0.002718	0.002928
43.285000	0.672786	1.844528	661.904546	661.907458	17.056999	-24.088610	-0.169706	-0.219497	0.036393	0.025770	0.001016	0.002787	0.002966
43.290000	0.569345	1.797468	660.690421	660.693111	17.106838	-24.121874	-0.163146	-0.214030	0.036510	0.025892	0.000862	0.002721	0.002854
43.295000	0.545461	1.844572	661.559026	661.561822	16.866935	-24.151843	-0.153810	-0.207243	0.036507	0.025496	0.000825	0.002788	0.002908
43.300000	0.505666	1.836707	662.600146	662.602885	17.245953	-23.910108	-0.148615	-0.201732	0.036085	0.026028	0.000763	0.002772	0.002875
43.305000	0.505688	1.875990	661.210639	661.213493	17.246916	-23.911236	-0.153229	-0.207880	0.036163	0.026084	0.000765	0.002837	0.002938
43.310000	0.481827	1.868080	659.826083	659.828903	16.867592	-24.032989	-0.159534	-0.215258	0.036423	0.025564	0.000730	0.002831	0.002924
43.315000	0.601168	1.915095	661.213115	661.216161	17.055393	-23.969185	-0.164467	-0.218383	0.036250	0.025794	0.000909	0.002896	0.003036
43.320000	0.585279	1.813110	659.823607	659.826358	17.249554	-23.910215	-0.174638	-0.225039	0.036237	0.026143	0.000887	0.002748	0.002887
43.325000	0.704642	1.860170	659.476002	659.479002	17.059137	-24.089386	-0.185577	-0.235298	0.036528	0.025868	0.001068	0.002821	0.003016
43.330000	0.728504	1.797335	659.823998	659.826848	17.250009	-24.028030	-0.188915	-0.235321	0.036416	0.026143	0.001104	0.002724	0.002939
43.335000	0.824006	1.852216	659.648811	659.651926	17.011789	-24.117001	-0.203406	-0.249873	0.036560	0.025789	0.001249	0.002808	0.003073
43.340000	0.728571	1.781560	657.741170	657.743987	17.062774	-24.150454	-0.220667	-0.267181	0.036717	0.025941	0.001108	0.002709	0.002926
43.345000	0.903619	1.820754	661.727176	661.730298	17.296389	-24.114606	-0.230805	-0.273538	0.036442	0.026138	0.001366	0.002752	0.003072
43.350000	0.816123	1.812800	660.861047	660.864038	17.154677	-24.207586	-0.244218	-0.289437	0.036630	0.025958	0.001235	0.002743	0.003008
43.355000	0.887741	1.836263	660.861145	660.864292	17.059143	-24.266476	-0.254902	-0.299413	0.036719	0.025814	0.001343	0.002779	0.003086
43.360000	0.792317	1.749965	660.167727	660.170522	17.156741	-24.268958	-0.273801	-0.317542	0.036762	0.025988	0.001200	0.002651	0.002910
43.365000	0.879847	1.804846	661.209141	661.212190	17.059234	-24.266268	-0.281727	-0.325264	0.036700	0.025800	0.001331	0.002730	0.003037
43.370000	0.855974	1.789203	661.900377	661.903349	17.439758	-24.206413	-0.276797	-0.319677	0.036571	0.026348	0.001293	0.002703	0.002997
43.375000	0.903742	1.867548	661.729946	661.733198	17.009732	-24.295602	-0.295385	-0.340722	0.036715	0.025705	0.001366	0.002822	0.003135
43.380000	0.863947	1.883190	661.384132	661.387378	16.914289	-24.235960	-0.291551	-0.338464	0.036644	0.025574	0.001306	0.002847	0.003133
43.385000	0.863924	1.914519	662.768982	662.772310	17.198135	-24.235681	-0.285529	-0.333120	0.036567	0.025949	0.001304	0.002889	0.003169
